userId,bookId,rating
143,893035,4.0
143,1711500,2.0
143,862267,3.0
143,1128178,3.0
148,4078927,5.0
148,3367956,4.0
148,3228917,5.0
148,1711500,5.0
148,3720975,3.0
148,1655965,5.0
148,2052892,5.0
148,2728527,3.0
148,826300,2.0
148,3591262,5.0
148,3276637,5.0
148,680938,2.0
148,1495254,4.0
148,2686103,3.0
148,3074284,4.0
148,944288,4.0
148,4633087,4.0
148,2266021,3.0
148,875441,4.0
148,3358608,3.0
148,2157743,4.0
148,1039461,5.0
148,1183379,4.0
148,816552,4.0
148,3254246,2.0
148,2767052,5.0
150,1206073,4.0
150,1155030,5.0
150,873537,5.0
150,993054,4.0
150,784848,3.0
150,1183379,4.0
150,3228917,5.0
150,2548559,2.0
150,3074284,4.0
150,1589254,3.0
150,812769,5.0
150,3217210,5.0
150,843126,5.0
150,1045327,4.0
150,2157743,4.0
150,1495254,5.0
150,614959,3.0
150,829507,4.0
150,826300,3.0
150,3180338,4.0
150,1711500,4.0
150,680938,3.0
151,1466455,5.0
151,2238280,5.0
151,862267,5.0
151,2287904,5.0
151,2767052,5.0
151,2728527,5.0
151,618259,5.0
153,1833801,3.0
153,2852969,2.0
153,775346,5.0
153,2157743,2.0
153,830264,3.0
153,2761171,2.0
153,618259,4.0
153,608287,4.0
153,2017247,4.0
153,617373,4.0
153,1747896,3.0
153,625164,5.0
153,1379961,3.0
153,2782082,1.0
153,2057775,2.0
156,680938,4.0
156,3358608,3.0
156,2548559,2.0
156,2346722,3.0
156,668554,2.0
156,2686103,4.0
156,2233407,3.0
156,2451840,5.0
156,759175,4.0
156,1495254,4.0
156,1740172,5.0
156,3591262,4.0
156,1379961,3.0
156,826300,2.0
156,2266021,4.0
156,3074284,3.0
156,2321879,3.0
156,2728527,4.0
156,2052892,2.0
156,1711500,2.0
156,3673357,2.0
156,2157743,3.0
156,1090378,3.0
156,2767052,3.0
156,2206448,3.0
166,1090378,3.0
166,1254877,4.0
166,818109,4.0
166,1031363,4.0
166,2642070,2.0
166,2238280,5.0
166,1527187,2.0
166,1495254,3.0
166,1422695,2.0
166,3115956,5.0
166,843126,4.0
166,862267,4.0
166,3254246,4.0
166,3289281,3.0
166,993054,2.0
166,1183379,4.0
166,1954203,5.0
166,1589254,4.0
166,983195,2.0
166,4078927,4.0
166,4054590,4.0
166,4480542,3.0
166,2647293,4.0
166,649029,3.0
166,680938,3.0
166,614959,3.0
166,1833801,4.0
166,2852969,4.0
166,1106058,3.0
166,653945,4.0
166,885843,3.0
166,923693,4.0
166,826342,3.0
166,1466455,3.0
166,2761626,2.0
166,1379961,4.0
166,1039461,4.0
166,2767052,5.0
166,935308,2.0
166,3180338,3.0
166,2728527,4.0
166,2082136,3.0
166,1116806,3.0
166,829959,4.0
166,1038926,1.0
166,1282954,2.0
166,859784,3.0
166,875730,3.0
166,1082102,3.0
166,1343439,3.0
166,2967752,3.0
166,837212,3.0
166,618259,3.0
166,2815590,3.0
166,764903,3.0
166,2753504,5.0
166,899488,3.0
166,674379,3.0
166,1154167,4.0
166,3217210,5.0
166,1711500,3.0
166,2267772,3.0
166,1063142,4.0
166,3265305,2.0
166,3074284,2.0
166,775346,4.0
166,820332,2.0
166,1045327,4.0
166,2293666,3.0
166,2233407,3.0
166,2188936,2.0
166,1474628,3.0
166,823528,4.0
166,865350,3.0
166,947419,4.0
166,926365,4.0
166,1191522,3.0
166,2157743,3.0
166,2264514,2.0
166,2686103,3.0
166,1985967,2.0
166,826300,3.0
166,2451840,4.0
166,3398625,3.0
166,2548559,1.0
166,3292459,3.0
169,1212868,3.0
169,2365897,2.0
169,1168798,4.0
169,1187138,4.0
169,2728527,4.0
169,826300,4.0
169,2686103,3.0
169,951457,3.0
169,2562860,5.0
169,2458340,3.0
169,2206448,4.0
169,3057431,3.0
169,1179967,4.0
169,1711500,4.0
169,3074284,4.0
169,4078927,3.0
169,675741,5.0
169,2767052,4.0
169,1474628,4.0
170,3217210,3.0
171,1179967,5.0
171,823528,5.0
171,1187138,5.0
171,980456,5.0
175,812769,3.0
175,983195,5.0
175,2267772,1.0
175,1183379,4.0
175,3314635,5.0
176,955725,3.0
176,873537,5.0
176,614959,4.0
176,2082136,4.0
176,3180338,2.0
176,3217210,2.0
176,3228917,4.0
176,2264514,4.0
176,624980,5.0
177,1577513,3.0
177,983195,4.0
177,3228917,3.0
177,2852969,4.0
177,2238280,5.0
177,2753504,5.0
177,614959,5.0
177,873537,3.0
177,680938,4.0
177,2267772,3.0
177,862267,3.0
178,2267772,5.0
178,2302797,5.0
181,885843,1.0
181,3217210,2.0
181,843126,2.0
181,1383701,3.0
182,819711,5.0
182,923693,4.0
182,745608,5.0
182,812769,5.0
182,1247446,4.0
182,1031363,5.0
182,947419,5.0
182,659388,5.0
182,614959,3.0
182,2343112,4.0
182,1045327,5.0
182,2267772,2.0
182,2019298,4.0
182,899488,4.0
182,674379,3.0
182,764637,4.0
182,958489,5.0
182,608287,5.0
182,618259,4.0
182,944288,4.0
182,1162506,5.0
182,678974,4.0
182,761996,5.0
182,870741,5.0
182,820332,4.0
182,3217210,5.0
182,4599610,3.0
182,680938,4.0
182,2451840,4.0
182,742882,4.0
182,1106873,5.0
182,2330730,4.0
182,1470493,4.0
182,1589254,5.0
182,2753504,5.0
182,3009435,3.0
182,2238280,4.0
182,843126,5.0
182,2852969,5.0
182,1082102,4.0
182,653945,5.0
182,617373,5.0
182,727690,3.0
182,666215,4.0
182,3180338,4.0
183,1577513,3.0
183,680938,3.0
183,2753504,5.0
183,764637,4.0
183,614959,4.0
183,1495254,5.0
183,1183379,4.0
185,1711500,2.0
185,1090378,2.0
185,3358608,3.0
185,764637,3.0
185,1589254,5.0
185,1039461,4.0
185,829959,3.0
185,862267,3.0
185,1656001,3.0
185,3217210,3.0
185,826338,3.0
185,678974,4.0
185,2029177,1.0
185,614959,4.0
185,863005,4.0
185,617373,4.0
185,2852969,3.0
185,2266021,2.0
185,2767052,5.0
185,757489,2.0
185,2821399,3.0
191,1128178,2.0
191,1164829,5.0
191,2686103,5.0
191,1495254,5.0
191,2145681,4.0
191,2194097,3.0
191,4666400,4.0
191,3330058,5.0
192,743672,3.0
192,761787,3.0
192,617373,3.0
192,1820790,3.0
192,3124744,4.0
192,1870095,4.0
192,908311,4.0
192,760472,4.0
192,756108,2.0
192,671165,3.0
192,2767052,4.0
192,886229,3.0
192,776283,2.0
192,2068667,3.0
192,4073199,4.0
192,718477,3.0
192,679525,4.0
192,692077,2.0
192,697251,4.0
192,736131,3.0
192,725996,4.0
192,2029379,3.0
192,912628,3.0
192,885843,4.0
192,1059682,3.0
194,2451840,4.0
194,2767052,5.0
194,680938,3.0
194,3330058,3.0
194,2330730,5.0
194,3591262,5.0
194,1954203,4.0
194,2686103,4.0
196,3428935,4.0
196,1154167,4.0
196,1495254,5.0
196,1902241,4.0
196,2767052,5.0
196,3358608,5.0
196,1343439,2.0
196,2153405,5.0
196,2914097,5.0
196,4633087,5.0
196,4374400,4.0
196,2266021,2.0
196,799158,4.0
196,2157743,5.0
196,1162022,1.0
196,2035785,1.0
196,1250158,4.0
196,1812457,5.0
198,659469,4.0
198,854253,4.0
198,1589254,5.0
198,763481,4.0
198,1954203,4.0
198,862267,4.0
198,2302797,5.0
198,1191522,4.0
198,958489,5.0
201,2115046,4.0
201,2495561,4.0
201,3362870,4.0
201,2767052,5.0
201,780905,5.0
201,2277444,4.0
201,1495254,4.0
201,4054590,5.0
201,944076,4.0
201,902715,3.0
201,886955,3.0
201,843126,5.0
208,2767052,4.0
208,614959,5.0
208,812769,3.0
209,2264514,4.0
209,2157743,5.0
209,1343439,4.0
209,1142147,4.0
209,906736,4.0
209,3407877,4.0
209,2686103,4.0
209,3521484,2.0
209,1120641,4.0
209,1106058,4.0
209,4374400,4.0
209,761672,5.0
209,1212868,5.0
209,2596345,4.0
209,1902241,3.0
209,3358608,5.0
209,1491975,5.0
209,862267,5.0
209,1250158,4.0
209,1740172,3.0
209,2891804,4.0
209,715217,4.0
209,1656001,3.0
209,2767052,5.0
209,4633087,3.0
209,614959,4.0
209,1495254,3.0
209,2266021,1.0
210,1711500,5.0
210,2157743,4.0
210,3074284,4.0
210,4836308,4.0
210,3362016,5.0
210,2891804,4.0
210,3254246,5.0
210,2277444,3.0
210,1039461,5.0
210,2686103,5.0
210,612605,4.0
210,826342,5.0
210,1852624,4.0
210,2161733,4.0
210,1379961,4.0
213,4078927,4.0
213,1608725,4.0
213,826338,5.0
216,1383701,3.0
216,2293666,3.0
216,3180338,5.0
216,1191522,4.0
216,641604,4.0
216,2728527,4.0
216,3217210,3.0
216,2767052,3.0
216,680938,4.0
216,4339862,5.0
219,680938,3.0
227,2282485,5.0
227,3057431,4.0
227,2267772,5.0
228,1039461,5.0
228,2767052,3.0
230,1031363,3.0
230,1589254,5.0
230,1379961,3.0
230,2852969,4.0
231,1711500,3.0
231,674220,3.0
231,2852969,5.0
236,1343439,4.0
236,2153405,5.0
236,2815590,3.0
236,1044807,5.0
236,832543,3.0
236,2939754,5.0
236,2889093,5.0
236,2914097,3.0
236,4374400,2.0
236,730745,5.0
237,3180338,5.0
237,3217210,5.0
242,923693,2.0
242,828503,3.0
242,2753504,4.0
242,3217210,5.0
242,983195,4.0
244,3115956,4.0
248,1954203,5.0
248,875730,4.0
248,678974,3.0
250,1007499,4.0
250,1736739,4.0
250,713798,3.0
250,870741,5.0
250,2195464,3.0
250,3067592,3.0
250,2517439,5.0
250,1031363,4.0
250,3254246,4.0
250,1954203,5.0
250,1382607,4.0
250,2082136,3.0
250,617373,3.0
250,1711500,1.0
250,818109,4.0
250,2120783,4.0
250,3180338,4.0
250,3217210,5.0
250,825690,4.0
250,1120641,5.0
250,2238280,4.0
250,1577513,3.0
250,678974,5.0
250,3115956,4.0
250,1128178,3.0
250,885843,4.0
251,858836,4.0
251,2052892,5.0
251,1774836,4.0
251,4078927,3.0
251,3217210,4.0
251,3180338,4.0
251,741621,4.0
251,680938,4.0
251,1736739,3.0
251,1120641,5.0
251,862267,3.0
251,873537,4.0
251,1032019,4.0
251,1954203,5.0
251,3367956,3.0
251,1577513,4.0
251,3171606,5.0
251,3591262,4.0
251,1039461,4.0
251,1464412,5.0
251,2686103,3.0
251,3228917,3.0
251,4589384,2.0
251,1128178,4.0
251,2120783,4.0
251,3292459,3.0
251,958489,4.0
251,2967752,4.0
251,4485966,3.0
251,825377,5.0
251,4836308,3.0
251,870741,5.0
253,885843,4.0
253,827183,4.0
253,1120641,5.0
253,618259,5.0
253,678974,5.0
253,3217210,4.0
253,2238280,5.0
253,1954203,4.0
253,680938,3.0
255,3217210,5.0
255,870741,5.0
255,674379,2.0
255,3115956,5.0
255,1954203,5.0
256,618259,5.0
256,3180338,4.0
256,3074284,1.0
256,627204,2.0
256,812769,4.0
256,816084,3.0
256,2782082,4.0
256,3228917,4.0
256,670394,3.0
256,1039461,3.0
256,2548559,2.0
256,818118,4.0
256,680938,4.0
256,935308,3.0
260,1711500,1.0
260,1045327,4.0
260,3056685,4.0
260,923693,4.0
260,2153405,2.0
260,1330324,4.0
260,1495254,4.0
260,4480542,4.0
260,1002540,4.0
260,1608725,2.0
260,3074284,3.0
262,1820790,4.0
262,923693,2.0
262,2019298,3.0
262,843126,5.0
262,3217210,5.0
262,753055,3.0
262,2753504,4.0
262,1183379,4.0
262,2267772,3.0
262,828503,4.0
262,617373,5.0
262,608287,5.0
263,614959,4.0
263,829959,3.0
266,983195,5.0
266,828503,4.0
266,1954203,4.0
266,3254246,5.0
266,1080004,4.0
266,622018,3.0
266,3217210,5.0
266,3180338,4.0
266,885843,4.0
266,862267,3.0
266,760472,5.0
270,839741,4.0
270,862267,5.0
270,993054,3.0
270,1154167,5.0
270,812769,4.0
270,885843,4.0
270,680938,4.0
270,2238280,5.0
270,847992,3.0
270,3217210,4.0
270,2267772,3.0
270,3180338,4.0
270,983195,3.0
270,2293666,3.0
270,826300,2.0
270,2302797,4.0
270,614959,4.0
270,1383701,4.0
270,843126,5.0
271,1954203,4.0
271,614959,2.0
271,680938,4.0
271,618259,4.0
271,1495254,3.0
276,1711500,4.0
276,3591262,5.0
276,826300,4.0
276,3407877,5.0
278,1655965,4.0
278,859784,4.0
278,817791,4.0
278,2451840,5.0
278,1098095,3.0
278,902715,4.0
278,886955,4.0
278,2686103,4.0
278,947419,4.0
278,2102468,3.0
278,1495254,5.0
278,1106058,3.0
278,3056685,4.0
278,3591262,4.0
278,1393132,3.0
278,2761626,4.0
278,2213130,4.0
278,944076,3.0
278,2233407,4.0
278,3067026,4.0
278,608216,4.0
278,1882261,4.0
278,4728979,3.0
278,1297150,3.0
278,3074284,4.0
278,2728527,4.0
278,2495561,4.0
278,995103,4.0
278,2841966,3.0
278,1128253,3.0
278,1179967,3.0
278,1343439,4.0
278,2852969,4.0
278,1215032,4.0
278,2346722,3.0
278,1711500,4.0
278,2004362,3.0
278,1983168,4.0
278,2832909,4.0
278,2767052,5.0
278,2206448,4.0
278,680938,5.0
278,1292495,4.0
278,1187138,3.0
278,1474628,4.0
278,4480542,3.0
280,2451840,5.0
280,3321725,2.0
280,2052892,4.0
280,826300,4.0
280,1183379,3.0
280,1495254,5.0
280,843126,1.0
280,2157743,3.0
280,2412884,5.0
280,1128178,1.0
280,1577513,3.0
280,1711500,4.0
280,3124744,4.0
280,2767052,4.0
280,1020312,3.0
280,2241059,4.0
280,3046475,3.0
280,680938,5.0
280,4633087,4.0
280,3524297,4.0
280,3254246,4.0
280,3074284,4.0
280,3228917,4.0
280,3358608,4.0
280,759175,4.0
280,1812457,5.0
280,1139231,4.0
280,4078927,3.0
280,2266021,4.0
280,1110905,4.0
280,1954203,1.0
280,2476034,3.0
280,775346,1.0
280,2728527,1.0
280,2293666,3.0
280,1096390,3.0
280,2891804,4.0
284,617373,3.0
284,1343439,4.0
284,760472,4.0
284,2157743,5.0
284,3115956,4.0
284,843086,3.0
284,767765,5.0
284,1527187,4.0
284,1251842,4.0
284,1422695,3.0
284,812769,5.0
284,635719,5.0
284,793399,3.0
284,767171,4.0
284,1082102,4.0
284,1525997,5.0
284,818109,4.0
284,715316,5.0
284,3067592,3.0
284,2343112,3.0
284,1080004,5.0
284,1870095,4.0
284,2832909,4.0
284,3217210,5.0
284,740854,4.0
284,2767170,4.0
284,1954203,5.0
284,4599610,3.0
284,995103,4.0
284,3180338,4.0
284,614780,3.0
284,3124744,5.0
284,680938,4.0
284,1375601,3.0
284,715217,4.0
284,3128411,4.0
284,1656001,4.0
284,2767052,5.0
284,830264,4.0
284,2267772,5.0
284,765427,3.0
284,1154167,5.0
284,854253,4.0
284,1589254,5.0
284,3074284,5.0
284,1711500,4.0
284,1474628,4.0
284,816080,4.0
284,727690,4.0
284,783291,3.0
284,2421292,4.0
284,2852969,4.0
284,862267,3.0
284,1191522,4.0
284,1383701,4.0
284,776159,4.0
284,1008043,3.0
284,697079,4.0
284,685371,3.0
284,688906,4.0
284,822603,5.0
284,859784,3.0
284,2451840,3.0
284,776984,5.0
284,2355575,4.0
284,839741,5.0
284,1412138,4.0
284,678974,4.0
284,1708120,3.0
284,753345,4.0
284,4107256,4.0
284,2702704,4.0
284,1008030,3.0
284,983195,2.0
284,3015764,3.0
284,4583888,4.0
284,2206448,4.0
284,844940,3.0
284,2314315,3.0
284,3289281,4.0
284,616197,4.0
284,2238280,4.0
284,2830855,4.0
284,1491975,4.0
284,885843,5.0
284,1137221,4.0
284,1983168,4.0
284,958489,4.0
284,1495254,4.0
284,870741,5.0
284,2019298,4.0
284,3430269,4.0
284,818096,2.0
284,653945,4.0
284,3093685,4.0
284,2210921,4.0
284,795921,5.0
284,3314635,5.0
284,2302797,5.0
284,3358608,3.0
284,2800905,4.0
284,802757,3.0
284,2247142,4.0
284,2330730,4.0
284,1470493,4.0
284,1969280,5.0
284,1110905,4.0
284,1179713,4.0
284,1598515,5.0
286,3407877,4.0
286,923693,5.0
286,2157743,5.0
286,2816247,3.0
286,2904330,5.0
286,2227528,4.0
286,659388,4.0
286,2195289,5.0
286,1495254,3.0
286,958489,5.0
286,1080004,5.0
286,1833852,5.0
286,3722183,5.0
286,2451840,3.0
286,2967752,4.0
286,1039461,5.0
286,3180338,3.0
286,2914097,3.0
286,1379961,4.0
286,1474628,3.0
286,674181,3.0
286,2057775,4.0
286,678974,4.0
286,983195,5.0
286,1343439,3.0
286,818109,3.0
286,827183,3.0
290,1155030,5.0
290,618259,4.0
291,3217210,5.0
291,2457487,5.0
291,1183379,5.0
300,680938,4.0
300,1954203,4.0
300,678974,4.0
305,1495254,5.0
305,2052892,5.0
305,4633087,5.0
307,2830855,5.0
307,862267,5.0
307,2728527,5.0
307,2188936,5.0
307,3217210,4.0
307,1589254,5.0
307,1711500,5.0
307,3358608,4.0
307,618259,5.0
307,2206448,5.0
307,2238280,4.0
307,2330730,5.0
307,2266021,4.0
307,2767052,5.0
308,3100380,4.0
308,608287,5.0
308,3217210,5.0
312,3180338,4.0
313,1589254,5.0
313,1383701,5.0
314,680938,3.0
314,678974,4.0
314,3217210,4.0
314,618259,4.0
314,818109,4.0
314,763167,4.0
317,1183379,4.0
317,2832909,5.0
317,1983168,5.0
317,862267,4.0
317,1187138,4.0
317,1042542,4.0
317,614959,2.0
317,767326,3.0
317,680938,4.0
317,3287692,3.0
317,618259,4.0
317,2248573,3.0
317,1179967,4.0
319,2992069,4.0
319,693016,3.0
319,2948832,3.0
319,840935,2.0
319,1240662,4.0
319,1436243,1.0
319,2767052,4.0
319,1943248,3.0
319,2299110,4.0
319,2816247,4.0
319,773514,5.0
319,3122173,3.0
319,4066312,4.0
319,2267772,1.0
319,4374400,4.0
319,773507,5.0
319,2832909,5.0
319,4543484,3.0
319,1746470,3.0
319,3128411,5.0
319,706480,4.0
319,2914097,4.0
319,3358608,3.0
319,1656001,3.0
319,1343439,3.0
319,774635,3.0
319,674220,3.0
319,1967067,5.0
319,2355575,4.0
319,1187138,4.0
319,743599,2.0
319,4783621,4.0
319,3124744,3.0
319,827412,3.0
319,746966,4.0
