movieId,imdbId,tmdbId
214,110882,19155.0
215,112471,76.0
217,112438,37141.0
218,112571,9382.0
220,112643,18256.0
223,109445,2292.0
226,112899,61813.0
227,109676,4954.0
229,109579,10531.0
231,109686,8467.0
232,111797,10451.0
233,109759,20156.0
235,109707,522.0
236,113117,397.0
237,113097,10525.0
238,113028,27985.0
239,113198,15789.0
240,113303,27303.0
241,113089,21183.0
242,109771,10954.0
243,113199,47867.0
244,113234,43475.0
245,109906,72031.0
247,110005,1024.0
248,110066,17207.0
249,110116,13701.0
251,113360,32631.0
252,110099,11777.0
253,110148,628.0
254,113463,87729.0
257,113501,9061.0
260,76759,11.0
261,110367,9587.0
262,113670,19101.0
268,110365,47504.0
272,110428,11318.0
274,113755,40490.0
275,110538,24070.0
277,110527,10510.0
278,113808,17402.0
279,113896,38722.0
280,113870,8438.0
281,110684,11593.0
284,117169,109560.0
285,106402,56428.0
287,110671,131957.0
288,110632,241.0
289,110737,9058.0
290,110729,527.0
291,114151,18220.0
292,114069,6950.0
293,110413,101.0
294,114113,63020.0
296,110912,680.0
297,114084,41478.0
298,105652,25296.0
299,110889,40156.0
301,114129,30304.0
302,110963,10452.0
303,114214,12106.0
306,111495,110.0
308,111507,109.0
310,114268,36357.0
311,110965,92769.0
313,111333,22586.0
314,111112,14334.0
315,111255,2636.0
318,111161,278.0
319,111149,9905.0
320,108260,87078.0
321,106966,12527.0
322,114594,20306.0
326,110081,31439.0
329,111280,193.0
330,114609,25066.0
331,111454,46797.0
332,114852,12122.0
333,114694,11381.0
334,111590,32636.0
339,114924,2064.0
340,111667,19855.0
343,112435,48287.0
345,109045,2759.0
348,109348,11382.0
350,109446,10731.0
364,110357,8587.0
377,111257,1637.0
378,111256,15128.0
379,111438,8831.0
380,111503,36955.0
381,111693,10449.0
383,111756,12160.0
388,112570,39953.0
389,109454,41580.0
392,108069,18242.0
393,111301,11667.0
395,112849,267188.0
396,113014,28732.0
397,113043,75555.0
398,113104,42981.0
400,113319,291731.0
401,113827,226229.0
402,114047,203119.0
403,112889,172923.0
404,109339,316098.0
408,109021,18069.0
409,109035,19092.0
411,111804,38129.0
414,109067,46094.0
415,106292,9409.0
421,109279,14522.0
423,109303,178.0
424,109305,19819.0
425,109306,57834.0
426,106452,4722.0
430,106505,117553.0
431,106519,6075.0
433,109443,18658.0
435,106598,9612.0
437,109480,26261.0
438,109493,19176.0
440,106673,11566.0
441,106677,9571.0
451,106926,18551.0
453,106941,9024.0
454,106918,37233.0
455,106965,1634.0
462,109920,41006.0
466,107144,9255.0
467,113674,26271.0
468,112966,10612.0
469,107151,2259.0
470,110064,16097.0
471,110074,11934.0
473,110123,12475.0
475,107207,7984.0
476,110137,59930.0
479,107286,6.0
482,110265,507.0
483,107322,34024.0
488,107468,1413.0
489,107478,12121.0
492,107507,10440.0
493,107554,9516.0
494,116253,2320.0
496,111689,83718.0
497,107616,11971.0
500,107614,788.0
501,107653,21450.0
502,110657,11231.0
503,110649,41588.0
504,110678,10447.0
505,110687,31586.0
506,107756,9300.0
507,107808,9559.0
508,107818,9800.0
509,107822,713.0
510,107840,8291.0
512,111003,25557.0
513,110939,22588.0
521,107983,2088.0
522,105275,10412.0
524,108002,14534.0
525,108026,56583.0
526,105032,41878.0
527,108052,424.0
530,111102,103413.0
531,108071,11236.0
532,111127,11592.0
533,111143,8850.0
534,108101,10445.0
535,108122,695.0
539,108160,858.0
540,108162,867.0
541,83658,78.0
543,108174,10442.0
544,108238,11074.0
546,108255,9607.0
547,111323,17585.0
549,108328,20967.0
550,111418,10635.0
551,107688,9479.0
558,110763,15139.0
559,107779,161158.0
560,109226,218473.0
561,110259,85247.0
562,114906,11446.0
563,107002,51980.0
564,109403,24405.0
565,104029,11655.0
567,107315,8223.0
568,106408,14587.0
571,111709,53185.0
573,107225,23637.0
574,111252,17600.0
576,106878,349394.0
577,109120,21352.0
579,108059,68806.0
580,110892,37345.0
581,112651,32562.0
583,109382,25403.0
584,106678,124304.0
585,112572,9066.0
586,99785,771.0
587,99653,251.0
588,103639,812.0
590,99348,581.0
591,114706,80350.0
592,96895,268.0
594,29583,408.0
595,101414,10020.0
596,32910,10895.0
597,100405,114.0
599,65214,576.0
600,110395,15477.0
601,111752,59146.0
602,109934,124472.0
603,112606,30528.0
604,115978,
605,117247,7300.0
606,112625,10824.0
607,106537,261246.0
608,116282,275.0
609,116552,25059.0
612,117283,23570.0
615,70506,51242.0
616,65421,10112.0
617,113083,4307.0
618,118001,46029.0
619,116165,32308.0
620,102855,88893.0
621,107471,52873.0
623,113839,123505.0
624,112712,340210.0
625,90665,44281.0
627,113613,12520.0
628,117381,1592.0
629,114305,166901.0
630,115837,36447.0
631,115509,19042.0
632,114671,38884.0
634,114658,36259.0
635,116275,41852.0
636,113122,40926.0
638,113448,2021.0
639,116414,61752.0
640,116095,10988.0
641,111543,11479.0
642,117517,398959.0
644,116485,339428.0
650,117071,18989.0
651,117788,10801.0
652,112257,54285.0
654,118026,278978.0
655,117117,124625.0
657,111787,16417.0
658,112509,70934.0
660,115591,161070.0
663,116768,18414.0
664,116269,47502.0
665,114787,11902.0
667,112536,25087.0
668,48473,5801.0
671,117128,3065.0
672,114616,318177.0
673,117705,2300.0
674,62711,8069.0
675,110061,288173.0
676,140614,187851.0
678,108181,27768.0
679,114307,221917.0
680,58898,8072.0
681,82206,35797.0
682,111430,88030.0
687,109491,124460.0
688,114048,27281.0
691,117104,40001.0
692,117688,29621.0
693,109751,117730.0
694,117774,20762.0
695,114736,37144.0
696,112604,48260.0
698,109593,38867.0
699,103095,277270.0
700,112368,25969.0
701,104046,44103.0
702,62952,753.0
703,115742,43634.0
704,117420,9103.0
705,115951,90214.0
707,117107,10990.0
708,117979,8866.0
709,95776,12233.0
710,115851,23449.0
711,116322,36355.0
712,109374,37667.0
713,110712,90148.0
714,112817,922.0
744,112586,124613.0
745,112691,532.0
746,40366,26744.0
747,117768,16299.0
750,57012,935.0
751,103926,55613.0
752,105737,215107.0
753,113849,41007.0
754,113188,35645.0
755,42644,110465.0
756,109381,255546.0
757,109688,40751.0
758,104606,275096.0
759,110480,85778.0
762,117765,9879.0
763,116833,63564.0
764,113280,22621.0
765,116669,7095.0
766,116594,26890.0
767,113211,46732.0
768,114494,124633.0
769,116992,
770,38426,
771,94265,202425.0
772,105201,196940.0
773,70820,77771.0
782,116277,9566.0
783,116583,10545.0
786,116213,9268.0
787,113147,52059.0
788,117218,9327.0
790,111546,81949.0
791,113610,
792,93199,42005.0
793,106810,124306.0
794,111180,183955.0
795,111237,44535.0
796,72362,44495.0
801,116493,38223.0
802,117333,9294.0
804,117628,11363.0
805,117913,1645.0
806,115530,31546.0
807,114266,77056.0
808,115493,36344.0
809,116320,18550.0
810,116756,11511.0
812,109356,172198.0
813,116823,34170.0
814,112568,281085.0
815,114170,109478.0
816,117999,124645.0
818,118073,12606.0
819,108220,69895.0
820,49521,35206.0
821,112746,
824,110246,12632.0
825,116164,9098.0
826,112865,282919.0
828,115472,18975.0
829,116707,11962.0
830,116313,2925.0
831,114550,28628.0
834,117332,92381.0
837,117008,10830.0
838,116191,3573.0
839,115986,10546.0
840,116571,18862.0
841,53459,31417.0
842,117826,9431.0
845,111424,48144.0
846,113080,46986.0
847,115680,144982.0
848,117718,47907.0
849,116225,10061.0
850,112767,36266.0
851,115632,549.0
853,104109,66634.0
854,51980,116690.0
855,100840,213917.0
856,107575,145925.0
857,42054,100914.0
858,68646,238.0
859,116536,
860,109255,159.0
861,104558,11134.0
862,116985,88224.0
864,114936,132641.0
865,114474,42758.0
866,115736,9303.0
867,115836,23945.0
869,116745,22479.0
871,116934,241058.0
872,109066,11985.0
873,75169,10232.0
874,113542,59569.0
875,110693,410921.0
876,106544,38955.0
877,116418,110513.0
879,120004,11015.0
881,116311,12559.0
884,114592,124851.0
885,115725,3587.0
886,115783,10723.0
887,120271,56077.0
888,113596,19004.0
889,109001,101230.0
891,113253,10987.0
898,32904,981.0
899,45152,872.0
900,43278,2769.0
901,50419,13320.0
903,52357,426.0
907,25164,28288.0
909,53604,284.0
910,53291,239.0
911,56923,4808.0
912,34583,289.0
913,33870,963.0
914,58385,11113.0
916,46250,804.0
918,37059,909.0
919,32138,630.0
920,31381,770.0
921,84370,31044.0
922,43014,599.0
923,33467,15.0
924,62622,62.0
925,39428,121357.0
926,42192,705.0
927,32143,22490.0
928,32976,223.0
929,32484,25670.0
931,38109,4174.0
935,45537,29376.0
936,31725,1859.0
939,52126,64382.0
940,29843,10907.0
941,32762,32093.0
942,37008,1939.0
943,39420,22292.0
944,29162,3598.0
946,35446,198.0
947,28010,13562.0
948,49261,1712.0
949,48028,220.0
950,25878,3529.0
951,32599,3085.0
953,38650,1585.0
954,31679,3083.0
955,29947,900.0
956,34012,43795.0
957,17350,85638.0
961,27893,23114.0
962,32022,26378.0
963,41509,40206.0
964,39152,22356.0
965,26029,260.0
966,38235,43488.0
967,36241,22613.0
968,63350,10331.0
975,29588,76464.0
976,22879,22649.0
977,27980,176841.0
980,93229,39448.0
981,118927,52855.0
982,48491,39940.0
983,113730,172868.0
984,117357,85328.0
985,117669,124632.0
986,116329,11076.0
987,118742,63945.0
988,116442,58985.0
989,114354,890.0
990,117011,10861.0
991,117039,1770.0
992,117473,44465.0
993,116635,2033.0
994,115678,18203.0
996,116830,9333.0
1018,59793,20723.0
1024,38166,15947.0
1049,116409,10586.0
1051,117958,27845.0
1052,117400,108365.0
1058,115600,43777.0
1073,67992,252.0
1088,92890,88.0
1089,105236,500.0
1090,91763,792.0
1091,98627,8491.0
1092,103772,402.0
1103,48545,221.0
1116,113057,102461.0
1123,117320,124837.0
1124,82846,11816.0
1125,72081,11843.0
1126,101775,10379.0
1162,69198,30892.0
1163,110521,86369.0
1164,60304,8074.0
1165,115715,124676.0
1213,99685,769.0
1245,100150,379.0
1246,97165,207.0
1247,61722,37247.0
1248,52311,1480.0
1249,100263,9322.0
1250,50212,826.0
1251,56801,422.0
1252,71315,829.0
1253,43456,828.0
1257,88794,13667.0
1259,92005,235.0
1262,57115,5925.0
1265,107048,137.0
1266,105695,33.0
1267,56218,982.0
1268,100436,8428.0
1271,101921,1633.0
1272,66206,11202.0
1273,90967,1554.0
1278,72431,3034.0
1281,32553,914.0
1282,32455,756.0
1358,117666,12498.0
1359,116705,9279.0
1360,84116,53234.0
1361,117293,17204.0
1363,117372,21539.0
1365,117477,12709.0
1366,115988,20539.0
1367,115433,11674.0
1368,42354,199512.0
1369,110171,64900.0
1370,99423,1573.0
1371,79945,152.0
1372,102975,174.0
1373,98382,172.0
1374,84726,154.0
1375,88170,157.0
1376,92007,168.0
1377,103776,364.0
1378,96487,11967.0
1380,77631,621.0
1381,84021,9037.0
1382,100114,10173.0
1387,73195,578.0
1389,85750,17692.0
1392,115906,13891.0
1404,119783,46027.0
1405,115641,3179.0
1406,112769,1802.0
1408,104691,9361.0
1410,116240,30285.0
1411,116477,10549.0
1412,117690,58102.0
1413,118163,18451.0
1415,118100,49935.0
1420,117028,74239.0
1422,119731,9415.0
1427,120390,34314.0
1428,112362,2892.0
1429,116704,9404.0
1430,120414,85242.0
1439,119644,40506.0
1440,106266,31000.0
1441,106387,4104.0
1443,117907,203829.0
1444,109949,43775.0
1448,116310,168283.0
1479,120053,10003.0
1480,120152,9311.0
1482,118064,11844.0
1483,115964,884.0
1485,119528,1624.0
1487,120094,16052.0
1493,116931,76996.0
1495,120389,6499.0
1496,118623,50512.0
1497,119013,9405.0
1498,119381,12723.0
1499,118615,9360.0
1523,120383,31017.0
1534,58985,53023.0
1535,119578,64802.0
1537,117615,11239.0
1538,120087,50850.0
1541,118556,2058.0
1542,115744,9450.0
1544,119567,330.0
1546,117561,16375.0
1547,120118,33660.0
1548,118117,59232.0
1550,120373,17770.0
1551,118787,15170.0
1552,118880,1701.0
1554,114134,26422.0
1559,113968,291634.0
1562,118688,415.0
1571,115856,11956.0
1572,57345,266.0
1573,119094,754.0
1574,119098,37567.0
1577,117076,124834.0
1578,113425,249358.0
1579,116334,111367.0
1580,119654,607.0
1581,119848,18080.0
1584,118884,686.0
1585,116930,65046.0
1586,119173,4421.0
1587,82198,9387.0
1588,119190,10603.0
1589,118887,2142.0
1590,119081,8413.0
1592,118570,20737.0
1593,119896,9413.0
1594,119361,14585.0
1595,119152,18519.0
1596,118818,49462.0
1597,118883,8834.0
1598,118966,9458.0
1599,120207,8854.0
1608,118571,9772.0
1609,118531,6072.0
1610,99810,1669.0
1613,120197,108401.0
1619,120102,978.0
1620,119468,9437.0
1621,120169,29461.0
1623,120524,10351.0
1624,120323,66588.0
1630,123953,
1632,120151,33657.0
1633,120402,55306.0
1635,119349,68924.0
1636,120192,36434.0
1639,118842,2255.0
1640,119326,28353.0
1641,119164,9427.0
1642,116631,172545.0
1644,119345,3597.0
1645,118971,1813.0
1646,120029,36797.0
1647,119906,12628.0
1648,119324,33344.0
1649,119107,25099.0
1654,119095,29911.0
1656,120257,1959.0
1662,118900,14398.0
1665,118689,1281.0
1666,119327,32332.0
1669,120275,34838.0
1672,119978,11975.0
1673,118749,4995.0
1676,120201,563.0
1677,118901,61337.0
1683,120520,45609.0
1685,116592,45565.0
1686,119994,9407.0
1687,119395,4824.0
1688,118617,9444.0
1689,120483,9414.0
1690,118583,8078.0
1694,118632,2895.0
1696,118698,19601.0
1701,118954,2639.0
1702,119137,9574.0
1705,116465,167738.0
1710,116976,170430.0
1713,119715,6283.0
1714,117167,279698.0
1715,119819,49728.0
1717,120082,4233.0
1718,120222,191874.0
1722,120347,714.0
1723,117994,52537.0
1724,118230,12799.0
1725,119052,62394.0
1726,119925,9922.0
1727,119314,547.0
1729,119396,184.0
1730,119485,9746.0
1731,119718,9438.0
1732,118715,115.0
1734,119590,27103.0
1735,119223,9410.0
1738,120881,
1770,120594,2923.0
1771,119784,12238.0
1772,118747,11568.0
1773,114690,41577.0
1774,133090,
1776,120707,66894.0
1777,120888,11003.0
1779,120184,10153.0
1781,116379,47112.0
1782,119548,102732.0
1783,120782,30949.0
1788,119656,320011.0
1789,114322,
1792,120873,11808.0
1793,120491,6970.0
1807,120642,37272.0
1809,119250,5910.0
1810,119942,9440.0
1811,119780,53092.0
1812,120510,32911.0
1815,119049,124821.0
1816,124179,32456.0
1817,119560,93350.0
1819,120219,62695.0
1824,119305,17133.0
1825,119905,19848.0
1830,119139,
1831,120738,2157.0
1832,119272,70581.0
1833,120749,8838.0
1834,120176,29193.0
1835,120632,795.0
1840,124718,9469.0
1841,119196,12488.0
1842,118229,98499.0
1843,120213,81367.0
1844,118819,267.0
1845,120906,16148.0
1846,119792,21252.0
1847,117443,73135.0
1848,118755,9449.0
1849,119947,6264.0
1850,130019,90414.0
1852,118727,215373.0
1853,118577,78149.0
1857,119987,29825.0
1858,117786,10622.0
1859,120265,30020.0
1865,141986,76330.0
1872,113184,49474.0
1873,119683,4415.0
1874,120211,39467.0
1877,145048,209345.0
1878,120531,58680.0
1879,125128,35161.0
1880,119506,35796.0
1882,120685,929.0
1883,118798,9452.0
1884,120669,1878.0
1885,120777,9844.0
1887,119053,14342.0
1888,119313,9715.0
1890,119547,20064.0
1891,120401,40961.0
1892,120787,1965.0
1893,116692,312.0
1894,120828,6068.0
1895,127723,15037.0
1900,118849,21334.0
1901,150290,416437.0
1903,126938,51955.0
1904,122529,37410.0
1907,120762,10674.0
1908,140508,136134.0
1909,120902,846.0
1911,118998,3050.0
1919,123987,35680.0
1920,122718,11551.0
1921,138704,473.0
1922,140688,102304.0
1923,129387,544.0
1924,52077,10513.0
1926,19729,65203.0
1927,20629,143.0
1930,23876,56164.0
1931,26752,12311.0
1933,29146,43278.0
1934,30993,34106.0
1936,35093,27367.0
1937,36872,17661.0
1938,37884,28580.0
1939,36868,887.0
1940,39416,33667.0
1941,40416,23383.0
1942,41113,25430.0
1944,45793,11426.0
1945,47296,654.0
1946,48356,15919.0
1947,55614,1725.0
1948,57590,5769.0
1949,60665,874.0
1950,61811,10633.0
1954,75148,1366.0
1955,79417,12102.0
1956,81283,16619.0
1957,82158,9443.0
1959,89755,606.0
1961,95953,380.0
1965,87995,13820.0
1966,100142,15389.0
1967,91369,13597.0
1968,88847,2108.0
1970,93629,10072.0
1975,82418,9725.0
1976,83972,9728.0
1977,87298,9730.0
1978,89173,9731.0
1979,91080,10225.0
1984,85636,10676.0
1985,95271,11357.0
1988,93176,39929.0
1989,98136,41828.0
1990,105179,41769.0
1991,94862,10585.0
1992,99253,11186.0
1994,84516,609.0
1995,91778,11133.0
1996,95889,10306.0
1997,70047,9552.0
1998,76009,11586.0
1999,99528,11587.0
2001,97733,942.0
2003,87363,927.0
2005,89218,9340.0
2006,120746,9342.0
2007,119910,38509.0
2017,54649,32611.0
2018,34492,3170.0
2019,47478,346.0
2020,94947,859.0
2021,87182,841.0
2022,95497,11051.0
2023,99674,242.0
2024,102757,1411.0
2026,134619,9424.0
2028,120815,857.0
2033,88814,10957.0
2034,78869,9570.0
2038,77305,19378.0
2039,97053,65157.0
2042,109520,11164.0
2043,52722,18887.0
2044,82263,40866.0
2045,106868,24736.0
2046,91059,10122.0
2047,61715,24816.0
2048,91149,9994.0
2049,61749,25445.0
2054,97523,9354.0
2055,77698,28736.0
2056,56095,34774.0
2057,57180,37969.0
2058,120768,9631.0
2059,120783,9820.0
2062,120687,96196.0
2064,98213,1779.0
2067,59113,907.0
2069,90203,47908.0
2071,106273,2887.0
2072,96734,11974.0
2074,71910,26648.0
2075,82736,11911.0
2077,89385,35144.0
2078,61852,9325.0
2079,53994,43037.0
2080,48280,10340.0
2082,104868,10414.0
2084,104990,15300.0
2085,55254,12230.0
2086,89731,13380.0
2087,46183,10693.0
2088,81353,11335.0
2091,78158,14822.0
2094,102803,10249.0
2095,75200,15943.0
2098,57518,19762.0
2099,38969,13850.0
2100,88161,2619.0
2102,19422,53565.0
2103,111359,41841.0
2104,84783,27332.0
2105,84827,97.0
2107,120694,11675.0
2108,102250,2107.0
2109,79367,6471.0
2112,101969,13697.0
2114,86066,227.0
2115,87469,87.0
2116,77869,123.0
2118,85407,11336.0
2119,91499,9980.0
2122,87050,10823.0
2123,96787,11497.0
2124,101272,2907.0
2125,120631,9454.0
2133,92513,14367.0
2134,90305,11814.0
2135,61584,16081.0
2139,84649,11704.0
2140,83791,11639.0
2141,90633,4978.0
2142,101329,10380.0
2143,89469,11976.0
2144,88128,15144.0
2148,91223,11415.0
2149,93220,37530.0
2151,97443,11937.0
2152,140796,21661.0
2153,118661,9320.0
2154,120703,33644.0
2155,120831,14662.0
2157,129923,115872.0
2160,63522,805.0
2161,88323,34584.0
2162,100240,34636.0
2163,80391,2182.0
2164,94077,28070.0
2165,119517,77469.0
2166,124595,10278.0
2168,120576,17915.0
2171,119778,41469.0
2172,120692,19381.0
2176,40746,1580.0
2179,65112,2370.0
2182,51207,22527.0
2185,45897,30159.0
2186,44079,845.0
2189,119346,51942.0
2191,119453,54795.0
2193,96446,847.0
2196,120724,37498.0
2199,119892,28047.0
2202,37017,13321.0
2207,31505,31995.0
2210,28212,12684.0
2212,25452,8208.0
2239,73817,37916.0
2246,96166,129628.0
2251,101530,77314.0
2252,104412,10699.0
2253,105629,11597.0
2255,84938,47947.0
2259,86973,14347.0
2260,92225,41090.0
2261,91680,18282.0
2263,96073,11082.0
2267,102469,30815.0
2268,104257,881.0
2270,109390,
2274,113658,122289.0
2275,118736,24746.0
2277,120162,193103.0
2280,118863,26618.0
2284,109206,14785.0
2286,80731,3486.0
2287,47573,11071.0
2288,84787,1091.0
2289,105151,10403.0
2290,81554,11337.0
2291,99487,162.0
2292,117276,25723.0
2293,144604,73351.0
2294,120587,8916.0
2295,120823,28134.0
2297,120889,12159.0
2300,63462,30197.0
2302,104952,10377.0
2307,122642,134368.0
2309,141824,1039.0
2310,119670,9821.0
2312,90830,1890.0
2313,80678,1955.0
2319,119986,63709.0
2320,118636,9445.0
2321,120789,2657.0
2322,120157,9425.0
2323,150230,32326.0
2324,118799,637.0
2325,124819,8675.0
2331,120722,46889.0
2348,91954,14924.0
2355,120623,9487.0
2357,140888,666.0
2359,166396,10162.0
2360,154420,309.0
2362,45826,24018.0
2370,89087,11532.0
2383,98105,11895.0
2428,133751,9276.0
2436,120857,10368.0
2438,144546,140897.0
2442,150915,46992.0
2444,120391,22913.0
2447,139699,14709.0
2453,90768,24086.0
2454,51622,11815.0
2460,92076,16337.0
2486,138279,125548.0
2493,128133,9524.0
2501,132477,13466.0
2502,151804,1542.0
2503,156901,43978.0
2516,109415,25749.0
2525,80354,33518.0
2539,122933,9535.0
2565,49408,16520.0
2567,131369,11374.0
2575,120449,9840.0
2576,116932,186705.0
2577,119665,30950.0
2604,168950,74140.0
2605,137494,1844.0
2608,120697,213985.0
2609,115669,25471.0
2610,138874,4154.0
2611,155388,28519.0
2612,37913,3309.0
2613,87799,18462.0
2614,90837,28941.0
2616,99422,8592.0
2617,120616,564.0
2619,188052,140519.0
2620,120865,25232.0
2621,115005,33194.0
2623,160298,53862.0
2625,115693,9460.0
2636,37099,29243.0
2637,32818,31498.0
2639,82766,15660.0
2640,78346,1924.0
2642,86393,9531.0
2649,31951,3077.0
2652,50280,3079.0
2654,34398,13666.0
2655,89308,29794.0
2657,73629,36685.0
2661,45920,19483.0
2662,46534,8974.0
2665,49169,18158.0
2666,49370,27625.0
2667,49516,41516.0
2668,84745,17918.0
2669,53183,37305.0
2675,138590,55912.0
2687,120855,37135.0
2690,122541,24137.0
2698,120554,67067.0
2699,99052,6488.0
2701,120891,8487.0
2728,54331,967.0
2734,91557,11120.0
2742,92068,3934.0
2749,91554,31924.0
2750,93818,30890.0
2752,93690,20242.0
2755,93415,2115.0
2756,94293,23599.0
2757,83967,3526.0
2758,89816,41166.0
2759,144168,16406.0
2760,129111,197239.0
2761,129167,10386.0
2762,167404,745.0
2768,120210,89861.0
2769,138946,19457.0
2770,131325,11353.0
2771,120620,17707.0
2778,113965,48781.0
2779,77663,12185.0
2787,88889,10552.0
2788,66765,9267.0
2789,77394,10766.0
2791,80339,813.0
2800,104740,22611.0
2830,169145,47144.0
2832,144286,30964.0
2887,168172,32305.0
2891,162360,24066.0
2892,133122,21430.0
2895,68990,42486.0
2897,87188,5622.0
2898,106664,10349.0
2900,95652,29787.0
2907,167427,13824.0
2911,176415,69851.0
2923,76123,85325.0
2924,80179,11230.0
2925,65571,8416.0
2926,95270,11054.0
2927,37558,851.0
2928,87980,24453.0
2929,82979,18254.0
2959,137523,550.0
2965,203408,29064.0
2966,166896,404.0
2969,61138,42726.0
2976,163988,8649.0
2977,142201,31306.0
2978,144640,10563.0
2979,172627,14484.0
2981,72742,94857.0
2982,99710,32043.0
2984,67527,29251.0
2988,81150,38772.0
2989,82398,699.0
2990,97742,709.0
2998,144178,108346.0
3001,157075,46286.0
3003,170705,8056.0
3004,120596,2020.0
3009,117365,104103.0
3010,200071,11489.0
3011,65088,28145.0
3012,16630,51371.0
3013,99180,18111.0
3014,82121,31361.0
3016,83767,16281.0
3019,97240,476.0
3021,82427,13555.0
3022,17925,961.0
3023,18183,73969.0
3025,62218,64963.0
3028,61407,25560.0
3030,55630,11878.0
3031,100475,11510.0
3033,94012,957.0
3034,70608,11886.0
3035,48380,37853.0
3036,82484,62204.0
3043,104837,40773.0
3048,83254,47941.0
3049,61789,29048.0
3050,172726,19052.0
3051,149691,21349.0
3052,120655,1832.0
3053,151137,10047.0
3054,190641,10228.0
3055,165773,47692.0
3056,160620,18561.0
3057,118150,144953.0
3059,32283,51787.0
3060,101605,11663.0
3061,34862,13485.0
3062,56197,9289.0
3063,105156,9264.0
3064,119908,18222.0
3065,114008,124853.0
3072,93565,2039.0
3073,59674,77915.0
3074,68762,11943.0
3075,59646,11481.0
3076,57187,2690.0
3077,164312,20565.0
3078,165859,27141.0
3079,178737,10399.0
3080,179196,90762.0
3081,162661,2668.0
3082,143145,36643.0
3083,185125,99.0
3084,144969,159569.0
3085,84357,77010.0
3086,24852,25898.0
3087,96061,9647.0
3088,42546,11787.0
3089,40522,5156.0
3090,93509,24276.0
3092,55850,44662.0
3093,67411,29005.0
3097,33045,20334.0
3101,93010,10998.0
3103,100680,36094.0
3104,95631,9013.0
3109,88007,38557.0
3110,87091,42087.0
3111,87921,13681.0
3112,90556,34760.0
3114,120363,863.0
3116,189744,125520.0
3117,134154,22267.0
3121,45877,41462.0
3124,160509,15506.0
3125,172396,20024.0
3127,144715,13787.0
3131,118780,41638.0
3132,10040,70801.0
3133,15863,33015.0
3145,150216,32274.0
3149,167423,35118.0
3162,174204,50116.0
3164,64006,94260.0
3168,64276,624.0
3170,32590,415072.0
3171,53226,43103.0
3172,47630,43194.0
3175,177789,926.0
3178,174856,10400.0
3179,145653,10397.0
3210,83929,13342.0
3291,217107,77908.0
3293,118882,96484.0
3309,9018,36208.0
3396,79588,11176.0
3432,89003,24873.0
3469,53946,1908.0
3472,53719,39890.0
3478,93378,16620.0
3483,138749,10501.0
3484,192614,11478.0
3485,73327,96167.0
3486,46907,24212.0
3489,102057,879.0
3509,165643,38809.0
3511,217756,20697.0
3512,122459,2621.0
3513,160797,10479.0
3515,183503,49721.0
3525,86927,12309.0
3526,98067,1552.0
3527,93773,106.0
3529,82934,11027.0
3536,171433,4967.0
3537,149367,31776.0
3547,93776,27857.0
3554,199725,14736.0
3556,159097,1443.0
